title,turn,speech
ミルクボーイ【サイゼ】,38,内海：サイゼやないか。あんなに無視されてる絵ないからな（リアルボケ）。サイゼに決まりやがなそんなんもう。
ミルクボーイ【サイゼ】,39,駒場：分からへんねんな。
ミルクボーイ【サイゼ】,40,内海：なにが分からへんのよ？
ミルクボーイ【サイゼ】,41,駒場：俺もサイゼと思ったんやけど。（リアルボケフリ）（失礼ボケフリ）
ミルクボーイ【サイゼ】,42,内海：そうでしょー。
ミルクボーイ【サイゼ】,43,駒場：オカンが言うには、服装によって入店断られるらしいねんな。（リアルボケフリ）（失礼ボケフリ）
ミルクボーイ【サイゼ】,44,内海：ほなサイゼとちゃうやん。サイゼそんなドレスコードみたいなんないのよ。サイゼはパジャマから入店可能やねんあれ。サイゼやでそれが。サイゼとちゃうやんそうなったら（リアルボケ）（失礼ボケ）。もうちょっと詳しく教えてー。
ミルクボーイ【サイゼ】,45,駒場：なんかあのー、店内のBGMがな。4曲ぐらいずっとリピートしてんねん。（リアルボケ）
ミルクボーイ【サイゼ】,46,内海：サイゼやないか。あれ同じ曲流れ過ぎてね、2時間以上おったら気狂いそうなんねん。サイゼに決まりやから絶対そうなったら（大げさボケ）
ミルクボーイ【サイゼ】,47,駒場：分からへんねんって。
ミルクボーイ【サイゼ】,48,内海：なんでまだ分からへんのよー。
ミルクボーイ【サイゼ】,49,駒場：俺もサイゼと思ったけどな。（リアルボケフリ）
ミルクボーイ【サイゼ】,50,内海：いやそうでしょー。
ミルクボーイ【サイゼ】,51,駒場：オカンが言うには、料理が美味くてな。シェフ呼んだら、ヒゲ蓄えた恰幅の良いオッサンが出てきたらしいねん。（リアルボケフリ）
ミルクボーイ【サイゼ】,52,内海：ほなサイゼとちゃうがなお前。サイゼでシェフ呼んでるやつ見たことないのよー。もし出てきたとしても、19歳のバイトの細い男の子出てくるだけやで（リアルボケ）。そんなデカいやつ出てこおへんがな。サイゼとちゃうやんか。なんでサイゼやのにサイゼとちゃうのそれー。
ミルクボーイ【サイゼ】,53,駒場：分からへんねんこれがー。
ミルクボーイ【サイゼ】,54,
ミルクボーイ【サイゼ】,55,内海：他もうちょいなんか言ってなかったー？
ミルクボーイ【サイゼ】,56,駒場：ティラミスがレンガぐらい固かったらしい。（リアルボケ）（大げさボケ）
ミルクボーイ【サイゼ】,57,内海：サイゼやないか！めちゃくちゃ固いねんあれー。実際にレンガとして買いに来る人もおるんやからあれはー。サイゼに決まりやそうなったらちょっとー。（大げさボケ）
ミルクボーイ【サイゼ】,58,駒場：分からへんねん。
ミルクボーイ【サイゼ】,59,内海：なにが分からへんのよもう。
ミルクボーイ【サイゼ】,60,駒場：俺もサイゼと思ってんけどな（失礼ボケフリ）
ミルクボーイ【サイゼ】,61,内海：そうでしょー。
ミルクボーイ【サイゼ】,62,駒場：オカンが言うには、来てるお客さんがみんな有意義な時間過ごしてたらしいねん（失礼ボケフリ）
ミルクボーイ【サイゼ】,63,内海：ほなサイゼとちゃうやないか。サイゼのお客さんはね。イタズラに時間を費やしに来てんねんあれ。しょうもない話したりね。訳のわからんゲームしたり、安いワインを飲みに来とんのよお前。サイゼってそういうとこやからもう。サイゼとちゃうねんそうなったらー（失礼ボケ）
ミルクボーイ【サイゼ】,64,駒場：分からへんねんこれが。
ミルクボーイ【サイゼ】,65,内海：オカンね、そんなに色んな情報あんのにほんまに店の名前分からへんのー？（リアルボケフリ）
ミルクボーイ【サイゼ】,66,駒場：特にな最後の一文字が、アなのかヤなのか分からんねん。（リアルボケ）
ミルクボーイ【サイゼ】,67,内海：サイゼやないか。サイゼリアなのかサイゼリヤなのかいつも分からへんねん。毎回調べるけど毎回忘れんねんあれほんまに。サイゼに決まりやからそうなったらもう。（リアルボケ）
ミルクボーイ【サイゼ】,68,駒場：分からへんねん。
ミルクボーイ【サイゼ】,69,内海：なんでまだ分からへんのこれー。
ミルクボーイ【サイゼ】,70,駒場：オカンが言うにはな。なんかお客さんの中に、ネズミ講の人もおったらしいねん。（リアルボケフリ）
ミルクボーイ【サイゼ】,71,内海：ネズミ講？ほなサイゼとちゃうないかお前ー。ネズミ講はロイホに行くねん。サイゼは安過ぎて騙せへんらしいで。高めのとこいかなあかんねんああいう時は。サイゼとちゃうやんそうなったらー。（リアルボケ）
ミルクボーイ【サイゼ】,72,駒場：そうやねん。
ミルクボーイ【サイゼ】,73,内海：これホンマに分からへんやつやんかー。ほなオカンの誕生日どこに連れて行くねんなー？
ミルクボーイ【サイゼ】,74,駒場：一か八か王将行くわ。（裏切りボケ）
ミルクボーイ【サイゼ】,75,内海：いや、絶対ちゃうやろ。もうええわ、ありがとうございました。
エンペラー【女の子】,0,
エンペラー【女の子】,1,【関連】笑わせ方の根底にある「緊張の緩和」と「笑いの分類・サゲの分類」
エンペラー【女の子】,2,【関連】ボケの種類 18種
エンペラー【女の子】,3,【関連】笑いが起きる法則（フリ・オチ・フォロー）とは
エンペラー【女の子】,4,
エンペラー【女の子】,5,にしやま：どうもーー！どうも、エンペラーです。
エンペラー【女の子】,6,2人：お願いしまーす。
エンペラー【女の子】,7,安井：あのー、まあいきなりやなんけどね。
エンペラー【女の子】,8,にしやま：なんなんですか？
エンペラー【女の子】,9,安井：ちょっと今日はお前に聞きたいことがあって。
エンペラー【女の子】,10,にしやま：うん。
エンペラー【女の子】,11,安井：あのさ、浮気ってな、どっから浮気やと思う？（なりきりボケフリ）
エンペラー【女の子】,12,にしやま：どしたん？やめてよ、そんな怖い質問さ。
エンペラー【女の子】,13,安井：いや違うねん、俺ね、どっからが浮気か分からへんねん。
エンペラー【女の子】,14,にしやま：そうなん？
エンペラー【女の子】,15,安井：うん。
エンペラー【女の子】,16,にしやま：あーでも、それちょっと難しいやん。
エンペラー【女の子】,17,安井：なにが？
エンペラー【女の子】,18,にしやま：それ人それぞれ浮気のボーダーラインってのは違うねんからさ。
エンペラー【女の子】,19,安井：なるほどな。いや違うの俺ね。前の彼女と別れた時に俺がね、他の女の子とメールしてただけで「浮気や」言われて振られたんよ。（なりきりボケフリ）
エンペラー【女の子】,20,にしやま：うん。浮気やん。
エンペラー【女の子】,21,安井：は？
エンペラー【女の子】,22,にしやま：え？浮気やんかそれどう考えても。（なりきりボケフリ）
エンペラー【女の子】,23,安井：どこが浮気やねんお前。俺メールしてただけやで。なんもやましいことないやん。
エンペラー【女の子】,24,にしやま：だってメールする必要がないもん。（なりきりボケフリ）
エンペラー【女の子】,25,安井：それはなんかバイト先の後輩の子で「仕事内容分からないんで、また教えて下さいね」みたいなメールやん。それだけやん。
エンペラー【女の子】,26,にしやま：じゃあバイト先で喋ったらええやん。なんで帰ってきてまでメールする必要があるの？（なりきりボケフリ）
エンペラー【女の子】,27,安井：それはその子が勝手に送ってきたんやん。俺知らんやん。
エンペラー【女の子】,28,にしやま：じゃあなんかその子はちょっと気があるんちゃうん？（なりきりボケフリ）
エンペラー【女の子】,29,安井：それはないよ絶対。
エンペラー【女の子】,30,にしやま：なんで分かるの？なんでそんな言い切れるの？（なりきりボケフリ）
エンペラー【女の子】,31,安井：だって別にバイト中そんな感じじゃないもん。普通に喋ってるもん。
エンペラー【女の子】,32,にしやま：じゃあその子に「彼女がおる」って言うてる？（なりきりボケフリ）
エンペラー【女の子】,33,安井：言ってない。
エンペラー【女の子】,34,にしやま：隠してるやん！（なりきりボケフリ）
エンペラー【女の子】,35,安井：違うって！違うって！聞かれてへんから言ってへんだけやん。
エンペラー【女の子】,36,にしやま：もういいマジで。
エンペラー【女の子】,37,安井：お前が勝手に心配してるだけやねんって。
エンペラー【女の子】,38,にしやま：不安になるの、毎日毎日！（なりきりボケフリ）
エンペラー【女の子】,39,安井：考えすぎやねんお前。
エンペラー【女の子】,40,にしやま：だからケータイとかも見ちゃうの。（なりきりボケフリ）
エンペラー【女の子】,41,安井：ちょっと待って。お前俺のケータイ見てんの？
エンペラー【女の子】,42,にしやま：それはごめん。
エンペラー【女の子】,43,安井：最悪や。
エンペラー【女の子】,44,にしやま：ごめん！
エンペラー【女の子】,45,安井：最悪や。俺言ったやんな？ケータイ見る女嫌いってさ。
エンペラー【女の子】,46,にしやま：ごめん！でも見ちゃうの！病気なの！（なりきりボケフリ）
エンペラー【女の子】,47,安井：最悪や。
エンペラー【女の子】,48,にしやま：ごめん！
エンペラー【女の子】,49,安井：俺はお前のことが1番好きやねん。これで十分やん。
エンペラー【女の子】,50,にしやま：そんなの誰にでも言えるやん。安心させて欲しいの。（なりきりボケフリ）
エンペラー【女の子】,51,安井：じゃあ分かったよ！結婚しよう！（なりきりボケ）
エンペラー【女の子】,52,にしやま：いや俺彼女ちゃうねん！え、なに！？
エンペラー【女の子】,53,安井：なに？
エンペラー【女の子】,54,にしやま：なにが起こったん？
エンペラー【女の子】,55,安井：え、俺お前にプロポーズしてたん？
エンペラー【女の子】,56,にしやま：してた。
エンペラー【女の子】,57,安井：え？
エンペラー【女の子】,58,にしやま：やめて気持ち悪い。
エンペラー【女の子】,59,安井：1分ぐらい記憶がないんやけどなんか。
エンペラー【女の子】,60,にしやま：俺もやねんけど。
エンペラー【女の子】,61,安井：お互い熱なりすぎて、なんか役に入ってもうてんねん。
エンペラー【女の子】,62,にしやま：やばいやばいやばいやばい。
エンペラー【女の子】,63,安井：普通に喋ろう。
エンペラー【女の子】,64,
エンペラー【女の子】,65,にしやま：とにかくメールしたあかんよ。
エンペラー【女の子】,66,安井：じゃあ2人っきりでご飯に行くのは？（なりきりボケフリ）
エンペラー【女の子】,67,にしやま：あかんやろどう考えても。
エンペラー【女の子】,68,安井：え！？
エンペラー【女の子】,69,にしやま：メールがあんねんから2人っきりで飯なんてもっとあかんよ。（なりきりボケフリ）
エンペラー【女の子】,70,安井：でもさ、仕事終わりとかで職場の人と打ち上げで行ったりすることあるやんか？
エンペラー【女の子】,71,にしやま：2人っきりで行く必要がないやん。（なりきりボケフリ）
エンペラー【女の子】,72,安井：それ付き合いやねんから、しゃあないやん。
エンペラー【女の子】,73,にしやま：「付き合い付き合い」って困ったらすぐ「付き合い」って言うもう。（なりきりボケフリ）
エンペラー【女の子】,74,安井：しゃあないやん！ほんまに付き合いやねんから。だから誘われたりしたら、キャバクラとかも行かなあかんねん。
エンペラー【女の子】,75,にしやま：キャバクラ行ってんの！？（なりきりボケフリ）
エンペラー【女の子】,76,安井：もう違うって！聞けって！
エンペラー【女の子】,77,にしやま：触らんといて！（なりきりボケフリ）
エンペラー【女の子】,78,安井：違うって！聞けって！
エンペラー【女の子】,79,にしやま：触らんといてもう！（なりきりボケフリ）
エンペラー【女の子】,80,安井：別にやましいことしてへんってなにも。
エンペラー【女の子】,81,にしやま：じゃあ分かった。もうキャバクラ行くのやめて。（なりきりボケフリ）
エンペラー【女の子】,82,安井：キャバクラ行くの減らすわ。
エンペラー【女の子】,83,にしやま：やめて。
エンペラー【女の子】,84,安井：減らす。
エンペラー【女の子】,85,にしやま：やめて。
エンペラー【女の子】,86,安井：減らす。
エンペラー【女の子】,87,にしやま：やめて。
エンペラー【女の子】,88,安井：やめる。
エンペラー【女の子】,89,にしやま：嬉しい。（なりきりボケフリ）
エンペラー【女の子】,90,安井：ほんまお前可愛いな？
エンペラー【女の子】,91,にしやま：きーもーい。（なりきりボケフリ）
エンペラー【女の子】,92,安井：結婚しよっか？（なりきりボケ）（かぶせ）
エンペラー【女の子】,93,にしやま：俺彼女ちゃうねん！彼女ちゃうねん。
エンペラー【女の子】,94,安井：え？え？え？え？
エンペラー【女の子】,95,にしやま：何回プロポーズしてんねん。
エンペラー【女の子】,96,安井：なに？なにが起きてる？
エンペラー【女の子】,97,にしやま：とにかく普通に喋りたいねん。
エンペラー【女の子】,98,安井：ちょっちょっ、ちょっと待って。
エンペラー【女の子】,99,にしやま：なに？
エンペラー【女の子】,100,安井：多分、お前から先に入ってるで？
エンペラー【女の子】,101,にしやま：はい？
エンペラー【女の子】,102,安井：多分お前からやで？
エンペラー【女の子】,103,にしやま：俺ちゃう、お前からやで。
エンペラー【女の子】,104,安井：絶対にお前からやで、先に入ってんの。
エンペラー【女の子】,105,
エンペラー【女の子】,106,にしやま：とにかく2人っきりで飯なんかあかん言うてんねん。
エンペラー【女の子】,107,安井：じゃあキスはせえへんの？（なりきりボケフリ）
エンペラー【女の子】,108,にしやま：頭おかしいんかお前！
エンペラー【女の子】,109,安井：え？
エンペラー【女の子】,110,にしやま：ええわけないやんキスなんか。（なりきりボケフリ）
エンペラー【女の子】,111,安井：でも外国人の人とか普通に挨拶とかでキスしてるやん？
エンペラー【女の子】,112,にしやま：もう変なこと言い出した！（なりきりボケフリ）
エンペラー【女の子】,113,安井：入ってるよね？お前からやん。入ってるやん。入ってるやんけ？
エンペラー【女の子】,114,にしやま：とにかく教えて。
エンペラー【女の子】,115,安井：は？
エンペラー【女の子】,116,にしやま：外国人の人とキスしたん？（なりきりボケフリ）
エンペラー【女の子】,117,安井：外国人の人とはしてへん。
エンペラー【女の子】,118,にしやま：外国人の人とはってことはしてないって、（なりきりボケフリ）
エンペラー【女の子】,119,安井：違うやん！違うやん！今のは言葉の綾やん。
エンペラー【女の子】,120,にしやま：綾って子なんや？（なりきりボケフリ）
エンペラー【女の子】,121,安井：違う！
エンペラー【女の子】,122,にしやま：いや！
エンペラー【女の子】,123,安井：聞けって！違う。俺、浮気なんかしてへんって俺。
エンペラー【女の子】,124,にしやま：じゃあ分かった。ケータイ見せて？（なりきりボケフリ）
エンペラー【女の子】,125,安井：だから俺ケータイ見る女嫌いやって言ってるやろ！
エンペラー【女の子】,126,にしやま：おっきい声出さんといて！もう無理かも。（なりきりボケフリ）
エンペラー【女の子】,127,安井：泣くな。もうええわ！お前みたいなやつ彼女ちゃうわ俺の。
エンペラー【女の子】,128,にしやま：いーやーだー！（なりきりボケフリ）
エンペラー【女の子】,129,安井：明日からお前は俺の奥さんや！（なりきりボケ）（かぶせ）
エンペラー【女の子】,130,にしやま：いや彼女ちゃうねん！もうええっちゅうねん！
エンペラー【女の子】,131,安井：どうもありがとうございました。
スピードワゴン【甘いセリフ】,0,
スピードワゴン【甘いセリフ】,1,
スピードワゴン【甘いセリフ】,2,【関連】笑わせ方の根底にある「緊張の緩和」と「笑いの分類・サゲの分類」
スピードワゴン【甘いセリフ】,3,【関連】ボケの種類 18種
スピードワゴン【甘いセリフ】,4,【関連】笑いが起きる法則（フリ・オチ・フォロー）とは
スピードワゴン【甘いセリフ】,5,
スピードワゴン【甘いセリフ】,6,井戸田：どうもー！スピードワゴンです、お願いしまーす。ねー。小沢さん？
スピードワゴン【甘いセリフ】,7,小沢：どした？
スピードワゴン【甘いセリフ】,8,井戸田：やだよ俺は。
スピードワゴン【甘いセリフ】,9,小沢：なにが？
スピードワゴン【甘いセリフ】,10,井戸田：俺はやだよ。
スピードワゴン【甘いセリフ】,11,小沢：なにがやなの？
スピードワゴン【甘いセリフ】,12,井戸田：モテなくてやだよ俺は。モテたいよ小沢さん俺は。
スピードワゴン【甘いセリフ】,13,小沢：いい知らせがある。
スピードワゴン【甘いセリフ】,14,井戸田：どした？
スピードワゴン【甘いセリフ】,15,小沢：小沢は潤をモテさせたい。
スピードワゴン【甘いセリフ】,16,井戸田：できるそれが？
スピードワゴン【甘いセリフ】,17,小沢：どういう奴がモテるか知ってる？
スピードワゴン【甘いセリフ】,18,井戸田：どういうのがモテんの？
スピードワゴン【甘いセリフ】,19,小沢：モテる男っていうのは女の子に甘いセリフを言うんだ。（キャラボケフリ）
スピードワゴン【甘いセリフ】,20,井戸田：甘いセリフ言ったらモテるんすか？
スピードワゴン【甘いセリフ】,21,小沢：甘いセリフ言うとモテる。
スピードワゴン【甘いセリフ】,22,井戸田：じゃあ甘いセリフ教えてください。
スピードワゴン【甘いセリフ】,23,小沢：じゃあ潤は女の子やって。
スピードワゴン【甘いセリフ】,24,井戸田：僕は女の子やります。
スピードワゴン【甘いセリフ】,25,小沢：俺は男の子。
スピードワゴン【甘いセリフ】,26,井戸田：はいはいはい。
スピードワゴン【甘いセリフ】,27,
スピードワゴン【甘いセリフ】,28,小沢：じゃあまずは、デートの待ち合わせで使える甘い言葉。（キャラボケフリ）
スピードワゴン【甘いセリフ】,29,井戸田：デートの待ち合わせで使える甘い言葉ね。「小沢くん、待たせてごめんなさい」
スピードワゴン【甘いセリフ】,30,小沢：「待つのもデートのうちだから」
スピードワゴン【甘いセリフ】,31,井戸田：「やだカッコいいフーウウ。この服見て、似合うでしょ？」（キャラボケフリ）（裏切りボケフリ）
スピードワゴン【甘いセリフ】,32,小沢：「気に入らないな」（キャラボケフリ）（裏切りボケフリ）
スピードワゴン【甘いセリフ】,33,井戸田：「ひどくなーい！小沢くんに喜んでもらおうと思って一生懸命選んだのに」
スピードワゴン【甘いセリフ】,34,小沢：「気に入らないよ」（キャラボケフリ）（裏切りボケフリ）
スピードワゴン【甘いセリフ】,35,井戸田：「どういうことよ？」
スピードワゴン【甘いセリフ】,36,小沢：「どんなに綺麗な服も美しい君を隠すんだから」（キャラボケ）（裏切りボケ）
スピードワゴン【甘いセリフ】,37,井戸田：「甘ーーい！」
スピードワゴン【甘いセリフ】,38,小沢：「これプレゼントの口紅」（キャラボケフリ）（裏切りボケフリ）
スピードワゴン【甘いセリフ】,39,井戸田：「ありがとう、この口紅大切にするわ」
スピードワゴン【甘いセリフ】,40,小沢：「でも返してよ」（キャラボケフリ）（裏切りボケフリ）
スピードワゴン【甘いセリフ】,41,井戸田：「どういうこと？1度もらったものを返すってどういうことよ？」
スピードワゴン【甘いセリフ】,42,小沢：「返してよ。少しずつ俺のくちびるに」（キャラボケ）（裏切りボケ）
スピードワゴン【甘いセリフ】,43,井戸田：「甘ーい！甘いわ、甘すぎるわ。凍らせたスポーツドリンクの最初の溶けかけの部分くらい甘いよ。あれ最初甘いんです。どんどんシャビシャビになってくんです（リアルボケ）」小沢さん、俺もっとモテたいよ、もっとモテたいよ。
スピードワゴン【甘いセリフ】,44,小沢：もっとモテさせたい。
スピードワゴン【甘いセリフ】,45,井戸田：もっとお願いします。
スピードワゴン【甘いセリフ】,46,小沢：じゃあ、次は仕事でミスばっかりする女の子。
スピードワゴン【甘いセリフ】,47,井戸田：わかった。「はーははは。はーははは。もうやだー」
スピードワゴン【甘いセリフ】,48,小沢：「潤子ちゃんどうしたの？」
スピードワゴン【甘いセリフ】,49,井戸田：「仕事でミスが続いて、上司に怒られちゃったの」（キャラボケフリ）（裏切りボケフリ）
スピードワゴン【甘いセリフ】,50,小沢：「ミスばっかりするの？」
スピードワゴン【甘いセリフ】,51,井戸田：「そうなのー」
スピードワゴン【甘いセリフ】,52,小沢：「じゃあ新しい仕事俺が紹介してあげようか？」（キャラボケフリ）（裏切りボケフリ）
スピードワゴン【甘いセリフ】,53,井戸田：「どういう仕事？」
スピードワゴン【甘いセリフ】,54,小沢：「毎朝玄関で俺にいってらっしゃいのキスをする仕事」（キャラボケ）（裏切りボケ）
スピードワゴン【甘いセリフ】,55,井戸田：「甘ーーい！」
スピードワゴン【甘いセリフ】,56,小沢：「ミスからミセスにならないか？」（言葉遊び）
スピードワゴン【甘いセリフ】,57,井戸田：「甘ーーい！甘ーい、甘すぎる。うわすごい、甘いの神様、イエスオザスもっとお授けください。お願いします」
スピードワゴン【甘いセリフ】,58,
スピードワゴン【甘いセリフ】,59,小沢：いいでしょう。じゃあしりとりやろう？
スピードワゴン【甘いセリフ】,60,井戸田：「しりとりやる？」
スピードワゴン【甘いセリフ】,61,小沢：「じゃあ潤子ちゃん、女の子ね？」
スピードワゴン【甘いセリフ】,62,井戸田：「いいよー」
スピードワゴン【甘いセリフ】,63,小沢：「潤子ちゃん、しりとりやろうか？」（キャラボケフリ）（裏切りボケフリ）
スピードワゴン【甘いセリフ】,64,井戸田：「大賛成」
スピードワゴン【甘いセリフ】,65,小沢：「じゃあ潤子ちゃんからどうぞ」
スピードワゴン【甘いセリフ】,66,井戸田：「えーパイナップル」
スピードワゴン【甘いセリフ】,67,小沢：「る？る？ルビーの指輪より君の方が素敵さ」（キャラボケフリ）（裏切りボケフリ）
スピードワゴン【甘いセリフ】,68,井戸田：「ちょっと待って。しりとりでそんな長文ありなの？」
スピードワゴン【甘いセリフ】,69,小沢：「ありあり」
スピードワゴン【甘いセリフ】,70,井戸田：「あ、そうなんだ。」
スピードワゴン【甘いセリフ】,71,小沢：「さ」
スピードワゴン【甘いセリフ】,72,井戸田：「じゃあ、サンタクロース」
スピードワゴン【甘いセリフ】,73,小沢：「す？」
スピードワゴン【甘いセリフ】,74,井戸田：「す」
スピードワゴン【甘いセリフ】,75,小沢：「す？」
スピードワゴン【甘いセリフ】,76,井戸田：「す」
スピードワゴン【甘いセリフ】,77,小沢：「好きという言葉じゃちっぽけ過ぎて気持ちが上手く伝えられそうもないよ」（キャラボケフリ）（裏切りボケフリ）
スピードワゴン【甘いセリフ】,78,井戸田：「やだちょっとー。素敵すぎるんだけど」
スピードワゴン【甘いセリフ】,79,小沢：「よ」
スピードワゴン【甘いセリフ】,80,井戸田：「よ。夜明け」
スピードワゴン【甘いセリフ】,81,小沢：「け？」
スピードワゴン【甘いセリフ】,82,井戸田：「け」
スピードワゴン【甘いセリフ】,83,小沢：「け。結婚しよう。う？う？」（キャラボケ）（裏切りボケ）
スピードワゴン【甘いセリフ】,84,井戸田：「うん。甘ーーい！甘いよ。甘すぎるよ杭をちゃんと打たないのにマンション建てちゃう人たちくらい甘いよ（リアルボケ）」小沢さん、これで俺またモテるわ。どうもありがとうございました。
赤もみじ【知的アピール】,0,
赤もみじ【知的アピール】,1,【関連】笑わせ方の根底にある「緊張の緩和」と「笑いの分類・サゲの分類」
赤もみじ【知的アピール】,2,【関連】ボケの種類 18種
赤もみじ【知的アピール】,3,【関連】笑いが起きる法則（フリ・オチ・フォロー）とは
赤もみじ【知的アピール】,4,
赤もみじ【知的アピール】,5,阪田：どうもー、赤もみじですお願いしまーす。いや、村田くん。
赤もみじ【知的アピール】,6,村田：どうしたん？
赤もみじ【知的アピール】,7,阪田：俺ふと気になったことがあって？
赤もみじ【知的アピール】,8,村田：気になったこと？なんなん？
赤もみじ【知的アピール】,9,阪田：鶏肉豚肉牛肉ってあるやん？（キレボケフリ）（大げさボケフリ）
赤もみじ【知的アピール】,10,村田：うん。
赤もみじ【知的アピール】,11,阪田：鶏肉は、鳥の肉で鶏肉やん？（キレボケフリ）（大げさボケフリ）
赤もみじ【知的アピール】,12,村田：うん。
赤もみじ【知的アピール】,13,阪田：豚肉も豚の肉で豚肉やん。（キレボケフリ）（大げさボケフリ）
赤もみじ【知的アピール】,14,村田：うん。
赤もみじ【知的アピール】,15,阪田：牛肉だけ、牛（うし）の肉で牛肉（うしにく）って言わんと、みんな牛肉（ぎゅうにく）って言ってるやん。なんでなんやろなあと思ってずーっと気になってて。村田くん知ってる？（キレボケフリ）（大げさボケフリ）
赤もみじ【知的アピール】,16,村田：知らん。
赤もみじ【知的アピール】,17,阪田：あ知らんねや。（キレボケフリ）
赤もみじ【知的アピール】,18,村田：でもお前。そう言う感じのこと言うタイプの奴やったんや？（キレボケフリ）（大げさボケフリ）
赤もみじ【知的アピール】,19,阪田：なんなん？そう言う感じのこと言うって？
赤もみじ【知的アピール】,20,村田：いや「みんな見落としてるけど、俺気づけてますよ」みたいな感じのことや。（キレボケフリ）（大げさボケフリ）
赤もみじ【知的アピール】,21,阪田：は？
赤もみじ【知的アピール】,22,村田：知的やと思われようとした？（キレボケフリ）
赤もみじ【知的アピール】,23,阪田：いや、思われようとしてへんよ。
赤もみじ【知的アピール】,24,村田：いや、したやん？いや分かるよ。お前偏差値38の私立高校、専願でいってたもんな？（イジリ）
赤もみじ【知的アピール】,25,阪田：今関係ないやんけ。なんでそれ言うねん？なにが言いたいねん？
赤もみじ【知的アピール】,26,村田：お前がやってることって、頭悪いくせに知的やと思われようとする奴がようとる手法やねん。（大げさボケフリ）
赤もみじ【知的アピール】,27,阪田：どういうこと？
赤もみじ【知的アピール】,28,村田：いや、「勉強してけえへんかったから、みんなが見落としてるところを俺気づけてますよ」みたいな今言ってた牛肉（ぎゅうにく）なんで牛肉（うしにく）って言わんねやろ？みたいな感じのこと言ったら知的やと思われると思ってんねん。（キレボケフリ）（大げさボケフリ）
赤もみじ【知的アピール】,29,阪田：いや思ってへんよ。
赤もみじ【知的アピール】,30,村田：「阪田くんのすごいなぁ、エッジ効いた目線」って思われようと思ってんねん。（キレボケフリ）（大げさボケフリ）
赤もみじ【知的アピール】,31,阪田：なんやねん。
赤もみじ【知的アピール】,32,村田：そんなんでお前の学歴なかったことにならへんから！（キレボケ）（大げさボケ）
赤もみじ【知的アピール】,33,
赤もみじ【知的アピール】,34,阪田：なんやねん！いや、俺マジで知的ぶってへんねん。ほんまなんでなんかな？って気になったから。
赤もみじ【知的アピール】,35,村田：調べた！？「ぎゅうにく」って「うしにく」って言わん理由調べた？ネットで！？（キレボケフリ）
赤もみじ【知的アピール】,36,阪田：いや調べてないけど。
赤もみじ【知的アピール】,37,村田：じゃあ気になってないやんけ！なあ？（キレボケ）
赤もみじ【知的アピール】,38,阪田：あるやん。そんなん。
赤もみじ【知的アピール】,39,村田：「みんな見落としてるけど、俺気づけてますよ。どう知的でしょ？」の材料やん。（キレボケ）（大げさボケ）
赤もみじ【知的アピール】,40,阪田：違う。
赤もみじ【知的アピール】,41,村田：にしては弱い！なんやねん！「ぎゅうにく」ってなんで「うしにく」って言わねやろって？なあ？アホ丸出しやん。アホが無理して知的ぶんな、腹壊すぞ。（キレボケ）
赤もみじ【知的アピール】,42,阪田：なんやそれ！マジで知的ぶってへんねんって。
赤もみじ【知的アピール】,43,村田：はあ？
赤もみじ【知的アピール】,44,阪田：ほんま全然知的ぶってへん。
赤もみじ【知的アピール】,45,村田：じゃあなんで言ってん？
赤もみじ【知的アピール】,46,阪田：それは一緒に考えたら盛り上がるかな？って思ったんや。（キレボケフリ）
赤もみじ【知的アピール】,47,村田：バカにすんな！盛り上がるかそんなんで！（キレボケ）
赤もみじ【知的アピール】,48,阪田：盛り上がるやんか。なんで牛肉って、
赤もみじ【知的アピール】,49,村田：こんな動きなれへんわ。この思わないテーマでこの動きなるか。なるとしたらこうや！（動きボケ）
赤もみじ【知的アピール】,50,阪田：なんでファイティングポーズとんねん。
赤もみじ【知的アピール】,51,村田：お前頭悪いねんから、いっぱい笑って、いっぱい寝て、いっぱい食べとけ！（イジリ）
赤もみじ【知的アピール】,52,阪田：舐めんなよ！なんやねんそれ！
赤もみじ【知的アピール】,53,村田：で、風呂上がったらタオルで体も拭かんとリビング走っとったらええねん。で、ズボンとパンツくるぶしまでボーン下ろしてこうやっておしっこしろ。お前は。こうやっておしっこしろ。（イジリ）
赤もみじ【知的アピール】,54,阪田：子どもぐらいアホってこと？
赤もみじ【知的アピール】,55,村田：そうや。
赤もみじ【知的アピール】,56,阪田：なんやねん。俺は頭悪いよ。
赤もみじ【知的アピール】,57,村田：悪い！
赤もみじ【知的アピール】,58,阪田：偏差値低い高校行ってたよ。
赤もみじ【知的アピール】,59,村田：行ってた。うん。
赤もみじ【知的アピール】,60,阪田：でも、なんなん？俺が知的ぶってたとしてやで？
赤もみじ【知的アピール】,61,村田：おん。
赤もみじ【知的アピール】,62,
赤もみじ【知的アピール】,63,阪田：なにが悪いん？なんでそんな怒られなあかんの？
赤もみじ【知的アピール】,64,村田：いや、頭悪いくせに知的ぶってる奴をほったらかしにしとったら、とんでもないモンスターになんねん。（大げさボケフリ）
赤もみじ【知的アピール】,65,阪田：モンスター！？
赤もみじ【知的アピール】,66,村田：俺が怒ってなかったら、お前はそれになっててんぞ。（大げさボケ）
赤もみじ【知的アピール】,67,阪田：それってなんやねん？
